radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,440,11,39937,188756745,151,132.9830700,34.0249866,0,2,1,1650534755,1714916776,
LTE,440,11,39937,188756996,111,133.5304410,33.9771529,0,3,1,1628216694,1715676759,
LTE,440,11,39937,188757761,101,132.9995428,34.0556883,0,17,1,1618022048,1715425851,
LTE,440,11,39937,188757762,271,133.0049266,34.0489421,0,16,1,1618022014,1714813431,
LTE,440,11,39937,188757763,216,132.9895511,34.0491483,0,40,1,1618022048,1715425851,
LTE,440,11,39937,188757764,334,133.0290806,34.0713692,0,20,1,1650013259,1714916780,
LTE,440,11,39937,188757765,236,133.0135810,34.0588909,0,22,1,1650013259,1714103734,
LTE,440,11,39937,188757766,363,133.0092145,34.0619267,0,1,1,1650013259,1714103734,
LTE,440,11,39937,188757767,143,133.0050472,34.0510858,0,9,1,1651057136,1714813432,
LTE,440,11,39937,188757768,268,133.0069856,34.0469879,0,8,1,1650967393,1714813432,
LTE,440,11,39937,188757770,175,133.0164266,34.0541258,0,39,1,1650448772,1714733922,
LTE,440,11,39937,188757771,222,133.0099288,34.0512938,0,8,1,1650448772,1714103734,
LTE,440,11,39937,188757772,53,133.0060710,34.0676350,0,22,1,1650448772,1714192927,
LTE,440,11,39937,188759553,72,133.3202860,33.9725753,0,3,1,1632648959,1714725582,
LTE,440,11,39937,188759554,311,133.3100495,34.0087866,0,2,1,1632648959,1714725582,
LTE,440,11,39937,188759555,313,133.2810653,34.0474660,0,12,1,1632648959,1714725582,
LTE,440,11,39937,188762625,19,132.9663942,34.0637434,0,4,1,1628590784,1714188187,
LTE,440,11,39937,188762626,74,132.9665995,34.0595136,0,2,1,1628756181,1714188187,
LTE,440,11,39937,188762627,174,132.9627720,34.0631613,0,14,1,1628590784,1714188187,
LTE,440,11,39937,188762628,309,132.9733097,34.0629359,0,18,1,1623839289,1714188187,
LTE,440,11,39937,188762629,190,132.9702034,34.0555003,0,10,1,1623839289,1714916776,
LTE,440,11,39937,188762630,29,132.9697925,34.0615435,0,8,1,1623839289,1714651253,
LTE,440,11,39937,188762631,265,132.9605289,34.0535343,0,51,1,1628590784,1714916777,
LTE,440,11,39937,188762632,158,132.9540869,34.0531890,0,11,1,1628590784,1714916776,
LTE,440,11,39937,188762633,156,132.9534114,34.0536598,0,3,1,1628590784,1714916776,
LTE,440,11,39937,188762634,299,132.9583869,34.0656255,0,15,1,1630751895,1714651252,
LTE,440,11,39937,188762635,229,132.9570002,34.0605839,0,59,1,1630751895,1714916777,
LTE,440,11,39937,188762636,348,132.9509245,34.0661057,0,12,1,1630751895,1714916777,
LTE,440,11,39937,188763905,256,132.9919756,34.0653371,0,43,1,1625739871,1715425851,
LTE,440,11,39937,188763906,296,132.9912009,34.0588599,0,4,1,1625045945,1714127816,
LTE,440,11,39937,188763907,327,132.9845491,34.0608856,0,33,1,1625739871,1714916775,
LTE,440,11,39937,188763908,223,132.9989010,34.0660989,0,21,1,1649286088,1714651254,
LTE,440,11,39937,188763909,251,132.9953804,34.0629635,0,52,1,1649324427,1715425851,
LTE,440,11,39937,188763910,63,132.9939335,34.0662919,0,37,1,1649324427,1715425851,
LTE,440,11,39937,188763911,32,133.0035512,34.0606203,0,13,1,1646261756,1714733923,
LTE,440,11,39937,188763912,9,132.9983055,34.0588432,0,47,1,1646268606,1715425851,
LTE,440,11,39937,188763913,34,132.9993136,34.0629649,0,31,1,1646261756,1715425851,
LTE,440,11,39937,188763914,214,133.0043117,34.0710510,0,10,1,1650619297,1714215705,
LTE,440,11,39937,188763915,185,133.0030865,34.0661195,0,17,1,1650619297,1714215705,
LTE,440,11,39937,188763916,93,132.9990401,34.0830926,0,40,1,1650619297,1714733922,
LTE,440,11,39937,188764417,329,133.0427626,33.8762570,0,32,1,1628205009,1715401254,
LTE,440,11,39937,188764418,130,133.0134239,33.8769841,0,55,1,1636278773,1714813437,
LTE,440,11,39937,188764419,321,133.0155907,33.8806224,0,16,1,1636278773,1714813437,
LTE,440,11,39937,188764420,257,133.0260747,33.8698797,0,42,1,1633776251,1715401254,
LTE,440,11,39937,188764421,129,133.0395430,33.8623008,0,32,1,1633245399,1715401256,
LTE,440,11,39937,188764422,211,133.0144976,33.8555826,0,82,1,1633245399,1715401256,
LTE,440,11,39937,188764423,274,133.0206440,33.8628614,0,14,1,1633776251,1715401256,
LTE,440,11,39937,188764424,315,133.0303925,33.8590992,0,66,1,1633776251,1715401256,
LTE,440,11,39937,188764425,293,133.0171438,33.8565437,0,259,1,1633776251,1715401256,
LTE,440,11,39938,188764426,258,132.1416531,33.4014020,0,3,1,1639047028,1714280349,
LTE,440,11,39937,188764932,307,132.9823531,34.0432315,0,64,1,1639738622,1714916776,
LTE,440,11,39937,188764933,161,132.9768213,34.0360961,0,95,1,1639738602,1714916776,
LTE,440,11,39937,188764934,66,132.9731536,34.0424501,0,75,1,1639782123,1714916776,
LTE,440,11,39937,188764935,189,132.9642577,34.0458315,0,136,1,1650621103,1715672711,
LTE,440,11,39937,188764936,64,132.9576711,34.0419771,0,5,1,1650621103,1714916776,
LTE,440,11,39937,188764938,345,132.9830375,34.0569531,0,101,1,1651141967,1714916775,
LTE,440,11,39937,188764939,121,132.9821337,34.0497197,0,15,1,1651141967,1714916775,
LTE,440,11,39937,188764940,50,132.9780506,34.0522795,0,15,1,1651141967,1714380527,
LTE,440,11,39937,188765697,44,132.9461439,34.0738925,0,7,1,1631363280,1714188188,
LTE,440,11,39937,188765698,247,132.9476706,34.0679078,0,35,1,1629552043,1714916777,
LTE,440,11,39937,188765699,12,132.9387894,34.0673794,0,25,1,1629552043,1714916777,
LTE,440,11,39937,188765700,323,132.9598524,34.0733423,0,29,1,1642589561,1714651252,
LTE,440,11,39937,188765701,183,132.9594318,34.0691397,0,27,1,1642589561,1714651252,
LTE,440,11,39937,188765702,184,132.9573799,34.0695566,0,21,1,1642589561,1714188188,
LTE,440,11,39937,188765703,51,132.9751047,34.0727142,0,4,1,1682167485,1714127816,
LTE,440,11,39937,188765704,362,132.9747866,34.0724197,0,28,1,1682167485,1714127816,
LTE,440,11,39937,188765705,325,132.9721810,34.0698335,0,7,1,1682167485,1714127816,
LTE,440,11,39938,188766468,258,132.2301625,33.4254717,0,4,1,1639047028,1714028133,
LTE,440,11,39938,188766469,26,132.2115458,33.4194634,0,17,1,1639047028,1714280354,
LTE,440,11,39937,188768513,312,132.9993121,34.0486853,0,11,1,1631616999,1715425850,
LTE,440,11,39937,188768515,131,132.9948307,34.0416720,0,36,1,1631616999,1715425850,
LTE,440,11,39937,188768516,318,133.0113014,34.0510362,0,9,1,1641549606,1714813432,
LTE,440,11,39937,188768517,331,133.0147948,34.0426534,0,22,1,1641607261,1715425850,
LTE,440,11,39937,188768518,281,133.0043854,34.0443638,0,42,1,1641549606,1715425850,
LTE,440,11,39937,188768519,303,132.9922814,34.0486433,0,27,1,1643343588,1715425850,
LTE,440,11,39937,188768520,10,132.9878027,34.0444400,0,24,1,1643278295,1715425850,
LTE,440,11,39937,188768521,206,132.9850597,34.0482601,0,47,1,1643343588,1714916776,
LTE,440,11,39937,188768522,235,132.9890854,34.0556258,0,25,1,1650625201,1714916775,
LTE,440,11,39937,188768523,36,132.9898860,34.0499954,0,12,1,1650625201,1714651253,
LTE,440,11,39937,188768524,179,132.9825486,34.0539411,0,43,1,1650625201,1714651253,
LTE,440,11,39937,188768769,35,132.9892834,34.0849472,0,12,1,1631616999,1715425851,
LTE,440,11,39937,188768770,342,132.9987428,34.0817423,0,55,1,1631616999,1715425851,
LTE,440,11,39937,188768771,4,132.9857956,34.0795807,0,24,1,1631616999,1714822505,
LTE,440,11,39937,188768772,242,132.9835023,34.0905783,0,5,1,1639563578,1714212115,
LTE,440,11,39937,188768773,132,132.9826149,34.0888756,0,31,1,1639563578,1714916781,
LTE,440,11,39937,188768774,169,132.9789844,34.0916555,0,59,1,1639563578,1714916781,
LTE,440,11,39937,188768775,49,132.9920631,34.0797374,0,82,1,1650412238,1715425851,
LTE,440,11,39937,188768776,326,132.9906010,34.0704242,0,143,1,1650448895,1715425851,
LTE,440,11,39937,188768777,240,132.9872828,34.0728366,0,50,1,1650448895,1714822505,
LTE,440,11,39937,188768778,92,132.9955946,34.1083769,0,57,1,1682247967,1714733922,
LTE,440,11,39937,188768779,106,133.0222842,34.0932036,0,4,1,1682247967,1714188190,
LTE,440,11,39937,188768780,228,132.9764781,34.1101220,0,116,1,1682167541,1714916780,
LTE,440,11,39937,188772103,9,132.7491118,33.8778181,0,7,1,1640263781,1711861621,
LTE,440,11,39937,188772106,231,132.8937616,34.0598643,0,40,1,1678795996,1714916778,
LTE,440,11,39938,188772865,240,132.6533271,33.3827603,0,2,1,1650192597,1714280369,
LTE,440,11,39938,188772866,241,132.6527339,33.3772881,0,40,1,1650192597,1714280369,
LTE,440,11,39938,188772867,242,132.6453884,33.3773584,0,47,1,1650192597,1714280369,
LTE,440,11,39937,188772871,3,132.5919452,33.6585345,0,339,1,1643531182,1715746974,
LTE,440,11,39937,188772872,52,132.5766642,33.6509874,0,103,1,1643531182,1715746974,
LTE,440,11,39938,188772873,265,132.6041540,33.3857640,0,50,1,1650351025,1714280370,
LTE,440,11,39938,188772875,266,132.5977252,33.3881356,0,86,1,1650351025,1714280370,
LTE,440,11,39937,188774407,364,133.1965107,34.2613676,0,92,1,1649495444,1714725583,
