ID,場所,市区町村,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,基地局ID,緯度,経度,更新日時,投稿者,備考,URL,協力者
2849a6d5,松山市本町２丁目,松山市,屋上,open,3,,,"737476-7,8,9","57,217,347",,33.843175,132.758519,2023-05-04 16:55:16,@saiseki56,,https://x.com/saiseki56/status/1654033211461345285,@saiseki56
2860458f,東温市則之内③,東温市,コン柱,open,2,,,"737506-1,2","228,229",,33.791902,132.919503,2023-06-13 21:29:16,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1668591747499425792,@imabarizine @sfuruie0407
28786b32,四国中央市土居町天満,四国中央市,コン柱,open,3,,,"737330-4,5,6","176,169,366",,33.9748981,133.4233523,2022-06-01 00:00:00,@hals111,,,@hals111
296733d3,宇和島市吉田町本町,宇和島市,コン柱,open,3,,,"737424-6,7,8","78,79,80",,33.275844,132.541476,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
2981ceac,宇和島市石応,宇和島市,コン柱,close,,,,,,,33.213738,132.52406,2022-06-01 00:00:00,@saiseki56,,,@saiseki56
29a0a6fb,西条市港,西条市,コン柱,open,2,2,,"737516-4,5","24,289",CBSB838000141,33.934066,133.162397,2024-05-11 22:07:14,@imabarizine,5G追加,https://x.com/raku10ehime/status/1789293508358205786,@imabarizine
29c99a65,西宇和郡伊方町豊之浦,伊方町,コン柱,open,2,,,"737440-7,8","277,278",,33.473243,132.321936,2022-07-23 19:18:56,@saiseki56,開局,https://x.com/saiseki56/status/1550686287790632960,wankosa @saiseki56
2a626ac1,伊予市下唐川,伊予市,コン柱,open,2,,,"737408-1,2","334,333",,33.72241599,132.7375341,2022-06-01 00:00:00,wankosa @imabarizine,,,wankosa @imabarizine
2a870424,西予市宇和町大江,西予市,コン柱,open,3,,,"737526-1,2,3","352,351,353",,33.408649,132.511602,2023-03-24 22:06:39,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639219780686331904,@kmtt2012 @saiseki56
2aa36ed1,四国中央市村松町,四国中央市,コン柱,open,3,,,"737305-4,5,6","306,41,196",,33.993786,133.559159,2022-06-01 00:00:00,,,,
2ad866db,松山市鴨川二丁目,松山市,コン柱,open,3,,,"737287-7,8,9","49,50,48",,33.87433126,132.7503381,2022-07-24 19:05:22,wankosa,開局,,wankosa
2b7c4030,越智郡上島町生名②,上島町,コン柱,open,3,,,"737402-4,5,6","247,156,161",,34.273271,133.172567,2024-05-03 21:52:45,@imabarizine,写真追加,https://x.com/raku10ehime/status/1786389147290370484,@imabarizine @keitaimobtime
2bd0ac12,松山市窪野町②,松山市,コン柱,open,1,,,737291-4,144,CBSB838001005,33.739336,132.838403,2024-04-28 00:50:45,@sfuruie0407,新規開局,https://x.com/sfuruie0407/status/1692453905148555679,@sfuruie0407
2bdbba6a,大洲市長浜,大洲市,屋上,open,3,,,"737501-7,8,9","295,114,65",,33.61361,132.481163,2023-03-17 22:24:58,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635881163482107904,@kmtt2012 @saiseki56
2bec5632,松山市南江戸五丁目,松山市,屋上,open,3,,,"737299-10,11,12","45,46,47",,33.84129607,132.7462756,2022-06-01 00:00:00,wankosa,,,wankosa
2bff58c2,新居浜市郷五丁目,新居浜市,コン柱,open,3,,,"737540-1,2,3","280,158,15",,33.955966,133.302374,2023-06-10 16:38:56,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1667499815679463425,@hals111 @kanshipboss @imabarizine
2c5cd302,西条市福武甲②,西条市,コン柱,open,3,3,,"737514-1,2,3","352,284,348",CBSB838000484,33.907645,133.194651,2024-05-04 22:14:51,@imabarizine,5G追加,https://x.com/raku10ehime/status/1786778585635918319,@imabarizine
2c98110c,今治市別宮町八丁目,今治市,コン柱,open,3,,,"737378-7,8,9","204,293,31",,34.0732902,132.9904577,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
2d48e9cd,松山市西垣生町①,松山市,コン柱,open,3,1,2,"737562-9,10,11","74,300,368",,33.81009,132.704065,2023-05-10 10:16:45,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656189603865571329,@kmtt2012 @saiseki56
2e5112aa,宇和島市伊吹町,宇和島市,コン柱,open,3,1,2,"737294-1,2,3","110,108,109",,33.234293,132.568957,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
2e610af0,松山市萩原②,松山市,コン柱,close,,,,,,CBSB838000992,33.994178,132.816811,2024-04-28 01:24:16,@seaki,新規発見,https://x.com/seaki/status/1723499727856300108,@seaki
2f48b5b9,西予市野村町坂石,西予市,コン柱,open,1,,,737602-5,303,CBSB838000962,33.413141,132.712948,2024-04-28 18:57:33,@saiseki56,新規開局,https://x.com/saiseki56/status/1722470820965146744,@saiseki56
2fbd59d5,四国中央市寒川町③,四国中央市,コン柱,open,3,,,"737391-1,2,3","44,42,43",,33.9627472,133.5195571,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
3039dc3e,伊予市双海町高岸甲,伊予市,コン柱,open,3,,,"737576-5,6,7","224,322,34",CBSB838001293,33.674917,132.618981,2023-04-21 12:47:51,@saiseki56,新規開局,https://x.com/saiseki56/status/1649263111881523201,@saiseki56
30e2f75b,今治市大三島町台,今治市,コン柱,open,1,,,737468-7,287,CBSB838001063,34.23894618,133.0016896,2023-04-30 21:29:10,@imabarizine,新規開局,https://x.com/raku10ehime/status/1652670349581115393,@imabarizine
3131205f,西予市明浜町俵津,西予市,コン柱,ready,3,,,,,CBSB838001045,33.325663,132.490928,2023-04-22 16:24:53,@saiseki56,新規発見,https://x.com/saiseki56/status/1649678342738833408,@saiseki56
3148ba69,南宇和郡愛南町小山,愛南町,コン柱,ready,1,,,,,,32.958167,132.661528,2024-04-28 20:22:43,@saiseki56,ストリートビュー確認,https://x.com/saiseki56/status/1777800438823153749,@saiseki56
3178c52c,西条市楠②,西条市,コン柱,open,3,3,,"737599-1,2,3","216,28,11",CBSB838001160,33.96191909,133.0572562,2024-05-04 21:20:50,@imabarizine,新規開局,https://x.com/raku10ehime/status/1786774560794382634,@imabarizine
31f23e2a,大洲市阿蔵①,大洲市,コン柱,open,3,,,"737579-1,2,3","86,85,84",CBSB838000546,33.508587,132.536129,2023-04-16 11:51:30,@saiseki56,開局,https://x.com/saiseki56/status/1647465732182274048,@saiseki56
31f6041d,宇和島市吉田町白浦②,宇和島市,コン柱,open,3,,,"737587-2,3,4","20,21,22",CBSB838000989,33.299798,132.50285,2024-04-28 11:53:08,@saiseki56,新規開局,,@saiseki56
322ba9d3,松山市久万ノ台②,松山市,屋上,open,3,,,"737300-4,5,6","286,287,285",,33.856887,132.743293,2022-07-29 21:55:37,wankosa,,,wankosa
3234aa21,新居浜市船木④,新居浜市,コン柱,open,3,,,"737491-7,8,9","225,124,206",,33.935251,133.363998,2023-04-16 11:17:25,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647351781410869248,@imabarizine @kmtt2012
3280eda4,宇和島市大浦,宇和島市,コン柱,open,3,,,"737353-1,2,3","0,1,2",,33.23690509,132.5516816,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
3282fb26,南宇和郡愛南町船越,愛南町,コン柱,close,,,,,,,32.94840907,132.5045841,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
32a8ee56,西予市明浜町狩浜,西予市,コン柱,open,3,,,"737523-4,5,6","117,373,374",,33.318979,132.467736,2023-06-20 18:55:40,@saiseki56,写真追加,,@saiseki56
32bded45,大洲市恋木甲,大洲市,コン柱,open,3,,,"737568-4,5,6","10,11,12",CBSB838001266,33.555937,132.605773,2023-03-28 20:58:28,@saiseki56,新規開局,https://x.com/saiseki56/status/1640615380023660547,@saiseki56
3364bd9c,今治市矢田,今治市,コン柱,open,2,,,"737363-7,8","189,64",,34.044291,132.957659,2024-05-05 22:58:24,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787132520682901779,@imabarizine
3380425a,西条市樋之口①,西条市,コン柱,open,3,1,2,"737521-7,8,9","343,342,338",,33.919174,133.161404,2023-04-16 18:49:35,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647524865757569024,@kmtt2012
339c1545,今治市郷六ヶ内町二丁目,今治市,コン柱,open,3,,,"737377-1,2,3","55,185,54",,34.043752,132.999086,2022-06-01 00:00:00,@MSetokan,,,@MSetokan
33b1fe05,伊予市双海町上灘③,伊予市,コン柱,open,1,,,737567-10,90,,33.682233,132.645564,2023-03-21 17:05:53,@saiseki56,,https://x.com/saiseki56/status/1637703787707260929,@saiseki56
33b33638,松山市下難波,松山市,コン柱,open,3,,,"737508-10,11,12","333,17,238",,33.983859,132.776756,2024-04-28 13:04:44,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1700386630815883756,@kmtt2012 @saiseki56
3425e2e9,大洲市河辺町北平②,大洲市,コン柱,open,1,,,742209-1,1,,33.519492,132.791758,2024-04-28 19:24:22,@saiseki56,新規開局,https://x.com/saiseki56/status/1730839699768668257,@saiseki56
34372c5c,宇和島市吉田町河内①,宇和島市,コン柱,open,3,,,"737497-1,2,3","356,354,355",,33.287342,132.500202,2023-06-20 18:32:46,@saiseki56,eNB-LCID変更,,@imabarizine @kmtt2012 @saiseki56
3452a440,西条市楠①,西条市,コン柱,open,3,,,"737546-1,2,3","372,338,109",CBSB838000286,33.971831,133.050456,2024-05-04 21:14:37,@imabarizine,写真追加,https://x.com/raku10ehime/status/1786774427457475009,@imabarizine
3458ad89,今治市土橋町一丁目,今治市,コン柱,open,3,,,"737335-7,8,9","254,252,253",,34.04967779,133.0049676,2022-06-01 00:00:00,@seaki,,,@seaki
3475acc5,松山市星岡五丁目,松山市,屋上,open,3,,,"737289-4,5,6","239,328,237",,33.809949,132.787457,2024-04-28 12:44:16,@saiseki56,新規開局,https://x.com/saiseki56/status/1699307548430811334,@saiseki56
34a5a32b,宇和島市遊子③,宇和島市,コン柱,close,,,,,,,33.20647,132.45694,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
3521c5c4,南宇和郡愛南町城辺甲②,愛南町,コン柱,open,3,,,"737407-4,5,6","354,355,356",,32.960264,132.575333,2022-06-01 00:00:00,@amegokun @kmtt2012,,,@amegokun @kmtt2012
35247aac,四国中央市金生町下分②,四国中央市,コン柱,open,3,,,"737467-10,11,12","325,285,212",,34.004412,133.58,2023-03-03 21:11:53,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1628691749358141440,@ene_gomi3R @kmtt2012
3529ffe0,宇和島市津島町高田③,宇和島市,コン柱,open,3,,,"737572-1,2,3","20,21,22",CBSB838001600,33.121381,132.520211,2024-04-28 00:20:33,@kmtt2012,新規移転,https://x.com/kmtt2012/status/1680501764502560769,@kmtt2012
352d89a9,上浮穴郡久万高原町河の子,久万高原町,衛星,open,1,,,742224-1,1,,33.676679,133.086109,2024-05-09 20:48:26,@sfuruie0407,新規開局,https://x.com/sfuruie0407/status/1788490998441795669,@sfuruie0407
36f424b6,今治市菊間町種,今治市,コン柱,open,2,,,"737496-1,2","221,274",,34.054393,132.872497,2024-05-05 23:11:47,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787134054909043070,@imabarizine
370c6e9c,松山市鹿峰,松山市,コン柱,open,3,3,,"737608-1,2,3","36,289,155",,33.942578,132.770301,2024-04-28 19:49:24,@saiseki56,5G追加・eNB-LCID変更,https://x.com/saiseki56/status/1747148507470041402,@kmtt2012 @saiseki56
371646ad,松山市南高井町,松山市,コン柱,open,3,,,"737284-10,11,12","182,181,180",,33.7897788,132.8238126,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
37340e95,北宇和郡松野町大字豊岡,松野町,コン柱,open,3,1,2,"737484-8,9,10","107,106,105",,33.233669,132.703035,2023-03-19 20:23:26,@kmtt2012,eNB-LCID,https://x.com/kmtt2012/status/1651293229223153664,@kmtt2012
374d7064,宇和島市祝森①,宇和島市,コン柱,close,,,,,,,33.176958,132.552198,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
376ba4f3,宇和島市津島町上畑地,宇和島市,コン柱,open,2,,,"737498-7,8","233,232",,33.089064,132.513315,2024-04-28 00:24:19,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1680507681612742658,@imabarizine @kmtt2012
37927180,四国中央市中曽根町①,四国中央市,コン柱,open,2,1,2,"737317-1,2","217,216",,33.974417,133.558065,2024-04-28 22:12:49,@imabarizine,5G追加・ストリートビュー確認,,@ene_gomi3R @imabarizine
379449d6,八幡浜市国木①,八幡浜市,コン柱,open,1,,,737576-8,10,CBSB838001349,33.451367,132.448745,2023-07-02 15:10:00,@saiseki56,eNB-LCID変更,,@saiseki56
37ac3eed,大洲市平野町野田①,大洲市,コン柱,open,2,,,"737447-6,7","46,47",,33.490228,132.516106,2022-07-20 12:41:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1549600365649137664,@kmtt2012 @saiseki56
38962970,宇和島市百之浦,宇和島市,コン柱,open,2,,,"737341-7,8","369,371",,33.22298741,132.5274456,2022-06-01 00:00:00,@imabarizine @kmtt2012,,,@imabarizine @kmtt2012
3a02cc52,今治市玉川町畑寺,今治市,コン柱,ready,,,,,,,34.00380085,132.9477877,2024-05-19 14:50:55,@imabarizine,新規発見,,@imabarizine
3a933bd9,上浮穴郡久万高原町露峰①,久万高原町,コン柱,open,3,,,"737530-10,11,12","6,7,8",,33.615187,132.900104,2023-03-19 20:17:16,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637256521024421888,@kmtt2012
3ae340af,今治市大三島町肥海①,今治市,コン柱,open,3,,,"737551-4,5,6","121,120,122",,34.275085,132.995968,2023-04-30 21:26:46,@imabarizine,開局,https://x.com/raku10ehime/status/1652670088041078786,@imabarizine
3b457f4e,松山市浅海原,松山市,コン柱,open,3,,,"737507-4,5,6","73,198,161",,34.008795,132.800748,2024-04-28 13:10:33,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1700389730024820939,@kmtt2012 @saiseki56
3b96c531,八幡浜市真網代②,八幡浜市,コン柱,open,3,,,"737605-6,7,8","1,3,286",,33.406475,132.40157,2024-04-28 19:30:13,@saiseki56,新規開局,https://x.com/saiseki56/status/1734813575326454109,@saiseki56
3bead56b,松山市石手白石,松山市,コン柱,open,3,,,"737564-1,2,3","39,353,292",,33.844784,132.804488,2023-05-10 12:45:40,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656206268841992192,@kmtt2012 @saiseki56
3c460f6a,松山市南吉田町①,松山市,コン柱,open,3,,,"737563-4,5,6","233,90,106",,33.827539,132.71503,2023-03-27 20:37:02,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1639845261488058369,@kmtt2012 @sfuruie0407
3ca713b7,今治市伯方町木浦②,今治市,屋上,open,3,,,"737452-6,7,8","364,323,223",,34.204648,133.116904,2022-11-28 21:03:49,@keitaimobtime,,https://x.com/keitaimobtime/status/1596832810093772800,@keitaimobtime
3ced614e,上浮穴郡久万高原町西明神①,久万高原町,コン柱,open,3,,,"737531-4,5,6","183,184,185",,33.67514,132.88612,2023-03-19 20:05:47,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637284390807179264,@kmtt2012
3d466cdf,西条市中野乙,西条市,コン柱,open,2,,,"737515-7,8","159,20",,33.888489,133.191174,2024-05-04 22:06:26,@imabarizine,写真追加,https://x.com/raku10ehime/status/1786778078959820916,@kmtt2012 @imabarizine
3d4e2af4,喜多郡内子町臼杵③,内子町,コン柱,open,1,,,742237-1,2,CBSB838001558,33.624643,132.843691,2024-04-28 18:48:41,@saiseki56,新規開局,https://x.com/saiseki56/status/1722151496249483489,@saiseki56
3d6adfd3,西条市丹原町川根,西条市,コン柱,open,1,,,737546-4,47,CBSB838001248,33.896908,133.035635,2024-05-04 21:34:29,@imabarizine,写真追加,https://x.com/raku10ehime/status/1786775014295126065,@MVp7WugssM0KObp @imabarizine
3d9043de,喜多郡内子町大瀬南,内子町,コン柱,open,1,,,737600-4,294,CBSB838001333,33.555064,132.721964,2024-04-28 19:04:08,@saiseki56,新規開局,https://x.com/saiseki56/status/1722480701742981328,@saiseki56
3e3e8510,松山市久米窪田町,松山市,コン柱,open,3,,,"737432-4,5,6","105,344,13",,33.80718178,132.814699,2022-06-01 00:00:00,wankosa,,,wankosa
3e6cabb2,松山市森松町②,松山市,コン柱,open,3,1,2,"737286-4,5,6","277,278,276",,33.79106,132.796709,2022-07-29 21:51:08,@kmtt2012,,,@kmtt2012
3e7c0218,宇和島市山際四丁目,宇和島市,コン柱,open,3,,,"737353-4,5,6","18,19,20",CBSB838001241,33.209181,132.558416,2023-04-28 22:28:46,@kmtt2012,,https://x.com/kmtt2012/status/1651692434697629699,@kmtt2012
4012d3ce,宇和島市保田甲,宇和島市,コン柱,close,,,,,,,33.195222,132.548111,2024-04-28 20:24:34,@saiseki56,ストリートビュー確認,https://x.com/saiseki56/status/1777926937270448284,@saiseki56
40138a3e,西予市宇和町下松葉,西予市,コン柱,open,3,,,"737525-10,11,12","133,134,132",,33.372055,132.504791,2023-03-24 22:09:03,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639223148905369600,@saiseki56
4128478b,新居浜市庄内町一丁目,新居浜市,屋上,open,3,,,"737542-6,7,8","45,354,88",,33.956334,133.286822,2023-04-16 11:14:28,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647414125553909761,@sakura3ripa @hals111 @kmtt2012
412cefe8,南宇和郡愛南町樽見,愛南町,衛星,ready,2,,,,,,32.932639,132.515667,2024-04-28 20:17:44,@saiseki56,ストリートビュー確認,https://x.com/saiseki56/status/1777616908101030189,@saiseki56
415f3dde,四国中央市川滝町下山②,四国中央市,コン柱,open,1,,,737475-8,216,,33.991514,133.642123,2023-03-03 20:56:56,@kmtt2012,,https://x.com/kmtt2012/status/1628622706206965768,@kmtt2012
41a3823a,伊予市双海町上灘①,伊予市,コン柱,open,2,,,"737485-4,5","357,358",,33.68778,132.63647,2023-03-19 19:36:39,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1636977840657948673,@kmtt2012 @saiseki56
41b20c6d,松山市大街道一丁目,松山市,屋内,open,1,,,747281-1,404,,33.8377225,132.7702389,2022-06-01 00:00:00,wankosa,,,wankosa
41fcf9bd,南宇和郡愛南町中浦②,愛南町,コン柱,ready,3,,,,,,32.961639,132.504,2024-05-11 20:34:09,@saiseki56,新規発見,https://x.com/saiseki56/status/1789239506023190923,@saiseki56
420813f2,今治市中寺①,今治市,コン柱,open,3,3,3,"737331-1,2,3","277,377,351",,34.037485,132.991341,2024-05-05 22:54:57,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787131058745696710,@seaki @imabarizine
425f8f12,伊予郡松前町大字上高柳,松前町,コン柱,open,3,1,2,"737530-7,8,9","190,62,255",,33.798128,132.734838,2023-03-25 23:52:06,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639602710877179904,wankosa @saiseki56
43163090,東温市松瀬川②,東温市,衛星,open,1,,,742202-1,1,,33.8286865,132.9530611,2022-06-01 00:00:00,@MVp7WugssM0KObp,,https://x.com/MVp7WugssM0KObp/status/1548209195555889152,@MVp7WugssM0KObp
43935d57,松山市宮西一丁目②,松山市,屋内,open,1,,,"747282-1,2","404,405",,33.84446215,132.7520179,2022-06-01 00:00:00,wankosa,,,wankosa
43af8d0e,西予市三瓶町蔵貫,西予市,コン柱,open,3,,,"737502-3,4,5","337,338,336",,33.353264,132.428823,2023-06-20 19:05:06,@saiseki56,,https://x.com/saiseki56/status/1675739899318894598,@saiseki56
4410b797,今治市菊間町浜②,今治市,コン柱,open,3,,,"737495-6,7,8","362,124,176",,34.044968,132.85284,2024-05-05 23:12:53,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787134257229713528,@kmtt2012 @imabarizine
4445e7be,西条市新町,西条市,コン柱,open,3,,,"737546-8,9,10","216,358,57",,33.93489,133.051007,2023-05-04 11:30:22,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654085732724781062,@imabarizine
44cee64d,大洲市八多喜町,大洲市,コン柱,open,3,,,"737444-1,2,3","317,315,67",,33.563343,132.539736,2022-07-13 18:02:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1547144473762664448,@kmtt2012 @saiseki56
45148c57,北宇和郡松野町大字目黒,松野町,コン柱,open,3,,,"737416-6,7,8","291,267,268",,33.16183023,132.6992434,2022-06-01 00:00:00,@imabarizine @kmtt2012,,,@imabarizine @kmtt2012
45a6b2e5,南宇和郡愛南町御荘平城③,愛南町,コン柱,open,3,,,"737539-1,2,3","277,276,278",,32.962588,132.564781,2024-04-28 00:11:12,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1680440024519831552,@kmtt2012
45ce1a4c,大洲市長浜町今坊,大洲市,コン柱,open,3,3,,"737609-2,3,4","147,202,201",CBSB838001422,33.632667,132.522472,2024-04-28 20:03:39,@saiseki56,新規開局,https://x.com/saiseki56/status/1755782384803553336,@saiseki56
46fa6ca3,宇和島市吉田町鶴間新,宇和島市,コン柱,open,1,,,737569-2,30,CBSB838001476,33.286481,132.533428,2024-04-28 11:46:41,@saiseki56,新規開局,,@saiseki56
46ffc6d0,西条市国安,西条市,コン柱,open,3,,,"737548-10,11,12","32,231,4",,33.943355,133.058286,2023-05-04 11:32:04,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654085380554264576,@imabarizine
48171582,宇和島市保手四丁目,宇和島市,コン柱,open,2,,,"737341-1,2","105,107",,33.21370057,132.54892,2022-06-01 00:00:00,@imabarizine @kmtt2012,,,@imabarizine @kmtt2012
48548b0e,松山市生石町,松山市,コン柱,open,3,,,"737448-1,2,3","325,179,360",,33.830893,132.740673,2022-10-05 19:40:47,@kmtt2012,,https://x.com/kmtt2012/status/1576158577848635392,@kmtt2012
488e98c5,四国中央市土居町入野,四国中央市,コン柱,open,3,,,"737508-7,8,9","351,353,352",,33.95425,133.4184,2023-04-02 02:27:59,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1641403238414188546,@kmtt2012 @sfuruie0407
49789ea2,今治市伯方町有津,今治市,コン柱,open,3,1,1,"737450-4,5,6","83,39,346",CBSB838000635,34.204311,133.094519,2023-05-22 01:01:23,@keitaimobtime,eNB-LCID変更,https://x.com/keitaimobtime/status/1660313721166794752,@boyaboya01 @imabarizine @keitaimobtime
498a8bf0,西予市宇和町上松葉,西予市,コン柱,open,3,,,"737525-7,8,9","228,230,229",,33.384014,132.504301,2023-03-24 22:08:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639222136987615232,@saiseki56
499c6b71,今治市東門町三丁目,今治市,コン柱,open,3,,,"737335-4,5,6","302,300,301",,34.060845,133.0117492,2022-06-01 00:00:00,@seaki @imabarizine,,,@seaki @imabarizine
499ebc9b,四国中央市妻鳥町④,四国中央市,コン柱,open,3,,,"737467-4,5,6","167,172,279",,33.996413,133.567959,2022-12-06 23:36:13,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1599465489964892160,@ene_gomi3R @kmtt2012
49bbcb37,伊予郡砥部町宮内①,砥部町,コン柱,open,3,1,3,"737555-1,2,3","345,346,347",,33.755087,132.788813,2023-03-03 20:45:04,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1631486805756510215,@kmtt2012 wankosa @sfuruie0407
49cb1599,今治市波方町波方,今治市,コン柱,open,3,,,"737488-9,10,11","108,109,360",,34.118935,132.952448,2023-04-22 16:46:38,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1649681703760465925,@imabarizine
49cdddc3,新居浜市久保田町二丁目,新居浜市,コン柱,open,3,3,,"737541-10,11,12","82,113,204",,33.955483,133.277209,2024-05-11 22:39:03,@imabarizine,5G追加,https://x.com/raku10ehime/status/1789298191797821741,@imabarizine
49fa61a4,伊予郡砥部町川井,砥部町,コン柱,open,3,,,"737555-9,10","78,79",,33.749607,132.776039,2023-03-24 22:22:03,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1632400688297938944,wankosa @sfuruie0407
4a1a0046,今治市菊間町松尾,今治市,コン柱,open,3,,,"737494-7,8,9","86,117,319",,34.023986,132.865071,2024-05-05 23:16:58,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787134576688837060,@imabarizine
4a65c16d,南宇和郡愛南町久良,愛南町,コン柱,open,2,,,"737339-9,10","288,289",,32.939366,132.553245,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
4a68bae6,八幡浜市産業通,八幡浜市,屋上,open,3,,,"737569-3,4,5","61,62,213",,33.452994,132.432703,2023-03-19 19:49:01,@saiseki56,,https://x.com/saiseki56/status/1637321866372321281,@saiseki56
4ad3dde8,松山市湯の山八丁目,松山市,コン柱,open,2,,,"737564-7,8","301,104",,33.872366,132.817743,2023-05-10 11:54:43,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656201273614688257,@seaki @saiseki56
4b06a6b2,新居浜市西原町一丁目,新居浜市,屋上,open,3,,,"737539-7,8,9","143,241,6",,33.963263,133.270008,2023-05-04 14:39:27,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654089977981210625,@sakura3ripa @imabarizine
4b636ff6,八幡浜市川上町川名津,八幡浜市,コン柱,open,3,3,3,"737473-10,11,12","214,53,51",,33.424905,132.406445,2023-01-08 14:49:31,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1610154066310737924,@kmtt2012 @saiseki56
4b9317a5,宇和島市吉田町南君②,宇和島市,コン柱,close,,,,,,,33.263628,132.513819,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
4b9ff22f,大洲市菅田町菅田①,大洲市,コン柱,open,3,,,"737543-7,8,9","35,33,34",,33.509924,132.584769,2023-03-17 22:31:06,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635874087003377664,@kmtt2012 @saiseki56
4bc4bc2d,上浮穴郡久万高原町上黒岩①,久万高原町,コン柱,open,1,,,737607-5,342,CBSB838001204,33.61962,132.96336,2024-05-09 20:42:56,@sfuruie0407,開局,https://x.com/sfuruie0407/status/1788488023459684447,@kmtt2012 @sfuruie0407
4bd9b5a9,松山市松末二丁目,松山市,コン柱,open,3,,,"737286-10,11,12","243,245,244",,33.82452506,132.7905841,2022-06-01 00:00:00,wankosa,,,wankosa
4c4c0e5a,大洲市田口,大洲市,屋上,open,3,,,"737591-2,3,4","138,139,140",,33.515195,132.547422,2024-04-28 00:56:32,@saiseki56,新規開局,https://x.com/saiseki56/status/1693445984305717656,@saiseki56
4c4d5a6d,南宇和郡愛南町城辺甲③,愛南町,コン柱,open,3,,,"737443-3,4,5","358,359,357",,32.953284,132.572527,2023-04-29 00:07:41,@kmtt2012,,https://x.com/kmtt2012/status/1548499839419240450,@amegokun @kmtt2012
4c693175,宇和島市三間町是能,宇和島市,コン柱,open,1,,,737572-5,16,CBSB838001075,33.2841575,132.5792802,2024-04-28 14:13:26,@saiseki56,新規開局,https://x.com/saiseki56/status/1721062562257858918,@saiseki56
4c703e41,大洲市上須戒,大洲市,コン柱,open,2,,,"737446-9,10","213,214",,33.5355148,132.5033032,2022-06-01 00:00:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1549604546560679941,@saiseki56
4cf0691c,西予市野村町四郎谷,西予市,コン柱,open,3,,,"737394-9,10,11","265,264,266",,33.386139,132.601646,2022-06-01 00:00:00,@imabarizine @saiseki56,,,@imabarizine @saiseki56
4d11559c,松山市馬木町,松山市,コン柱,open,3,,,"737288-10,11,12","10,9,11",,33.8909679,132.7447306,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
