ID,場所,市区町村,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,基地局ID,緯度,経度,更新日時,投稿者,備考,URL,協力者
05d88dab,四国中央市寒川町①,四国中央市,コン柱,open,3,,,"737308-1,2,3","337,273,275",,33.9691708,133.5195612,2022-06-01 00:00:00,,,,
05e2a1a4,北宇和郡鬼北町大字近永②,鬼北町,コン柱,open,3,,,"737486-4,5,6","60,61,62",,33.257405,132.684035,2023-03-19 20:26:56,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1636954932296450048,@kmtt2012
0636e9ff,八幡浜市五反田①,八幡浜市,屋上,open,3,,,"737474-1,2,3","36,37,200",,33.445415,132.439712,2023-01-08 14:54:38,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1610150001883377665,@saiseki56
06a3e5d1,八幡浜市保内町磯崎①,八幡浜市,コン柱,open,3,1,1,"737500-3,4,5","134,212,211",,33.542691,132.416217,2024-04-28 20:41:05,@saiseki56,5G追加,https://x.com/saiseki56/status/1783405255780413810,@kmtt2012 @saiseki56
06dc3cf4,八幡浜市保内町川之石,八幡浜市,コン柱,open,3,,,"737472-7,8,9","322,317,216",,33.476589,132.395549,2023-01-08 14:36:40,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1609846330733768704,@imabarizine @saiseki56
072cd596,西予市野村町松溪,西予市,衛星,open,1,,,742166-1,54,CBSB838001170,33.410407,132.592679,2024-04-28 21:16:10,@saiseki56,新規開局,https://x.com/saiseki56/status/1784432033521127426,@saiseki56
078f61e5,伊予市米湊①,伊予市,コン柱,open,3,,,"737479-7,8,9","188,186,187",,33.756845,132.707499,2023-03-21 17:42:18,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637810584497405955,@kmtt2012 @seaki @saiseki56
0793a5a6,西宇和郡伊方町二名津,伊方町,コン柱,open,2,,,"737361-10,11","258,259",,33.40179167,132.1408634,2022-06-01 00:00:00,wankosa,,,wankosa
07a88b82,松山市別府町,松山市,コン柱,open,2,,,"737282-10,11","75,77",,33.844242,132.721322,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
07b9d91e,喜多郡内子町城廻①,内子町,コン柱,open,3,,,"737558-7,8,9","299,297,298",,33.561306,132.658279,2023-03-21 17:26:51,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637728847369228288,@saiseki56
07c8d1e4,松山市立花二丁目,松山市,コン柱,open,3,,,"737325-7,8,9","195,197,196",,33.827734,132.773252,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
0861d58f,伊予市双海町上灘⑤,伊予市,コン柱,open,2,,,"737604-1,2","168,46",,33.6805,132.688375,2024-04-28 19:15:03,@saiseki56,開局,https://x.com/saiseki56/status/1725013070383309046,@saiseki56
086220c6,伊予市下三谷①,伊予市,コン柱,open,3,,,"737479-1,2,3","124,111,80",,33.770622,132.719528,2023-03-27 22:48:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1640282609866661890,@kmtt2012 @saiseki56
08c62509,東温市北野田,東温市,コン柱,open,3,,,"737371-1,2,3","72,73,74",,33.7928904,132.8412094,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
08ca194d,東温市志津川,東温市,コン柱,open,3,,,"737382-7,8,9","329,327,328",,33.80047736,132.8710169,2022-06-01 00:00:00,@MVp7WugssM0KObp @imabarizine,,,@MVp7WugssM0KObp @imabarizine
08edfbbe,南宇和郡愛南町緑乙②,愛南町,コン柱,ready,2,1,1,,,,33.014333,132.597528,2024-05-11 20:49:32,@saiseki56,新規発見,https://x.com/saiseki56/status/1789256951827706048,@saiseki56
0992ff37,伊予郡砥部町岩谷口,砥部町,コン柱,open,3,,,"737555-6,7,8","134,156,133",,33.73114,132.796906,2023-03-03 20:35:44,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1631309226227412992,@sfuruie0407
09cdfefa,松山市森松町①,松山市,コン柱,open,3,,,"737328-1,2,3","78,283,284",,33.7913981,132.7906268,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
09d2602a,松山市平井町,松山市,コン柱,open,3,,,"737325-1,2,3","110,108,109",,33.807028,132.830691,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
0a382a23,西宇和郡伊方町河内,伊方町,コン柱,open,2,1,2,"737475-1,2","35,33",,33.495838,132.36964,2023-01-08 14:39:02,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1609844362837635073,@imabarizine @saiseki56
0a6d1a56,今治市波方町小部,今治市,コン柱,open,3,,,"737422-4,5,6","10,248,148",,34.104607,132.931281,2024-05-05 23:19:46,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787135096681800135,@imabarizine
0a6d6d80,宇和島市遊子②,宇和島市,コン柱,open,2,,,"737427-4,5","311,310",,33.189197,132.457303,2022-06-01 00:00:00,@amegokun @kmtt2012,,,@amegokun @kmtt2012
0ab8e2a7,上浮穴郡久万高原町下畑野川,久万高原町,コン柱,open,3,,,"737530-4,5,6","179,177,70",,33.674468,132.928229,2023-03-19 20:10:07,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637273573613244417,@kmtt2012
0adbbbfe,西条市神拝甲,西条市,屋上,open,3,,,"737519-4,5,6","125,178,357",,33.917809,133.177417,2023-03-26 11:08:44,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1639773908290383874,@imabarizine @kmtt2012
0b56c29d,喜多郡内子町吉野川,内子町,コン柱,open,1,,,737600-3,336,CBSB838001444,33.580652,132.773568,2024-04-28 18:41:29,@saiseki56,開局,https://x.com/saiseki56/status/1722141223039954993,@sfuruie0407 @saiseki56
0b701347,南宇和郡愛南町内泊,愛南町,コン柱,ready,3,,,,,,32.94,132.492472,2024-05-11 20:41:17,@saiseki56,新規発見,https://x.com/saiseki56/status/1789243676050546905,@saiseki56
0c4acd90,西条市小松町南川,西条市,コン柱,open,3,3,1,"737513-6,7,8","168,336,41",,33.895811,133.103204,2024-05-04 21:54:35,@imabarizine,5G追加,https://x.com/raku10ehime/status/1786777134830346507,Googleフォーム100 @imabarizine @kmtt2012
0ca4bc9f,今治市玉川町木地辛,今治市,衛星,open,1,,,742263-1,1,CBSB838001612,33.95733236,132.9614234,2024-05-19 14:58:47,@imabarizine,開局,,@saiseki56 @imabarizine
0ce9afd2,伊予市中山町出渕②,伊予市,コン柱,open,1,,,737539-6,3,CBSB838001311,33.640628,132.715327,2023-03-28 20:59:34,@saiseki56,新規開局,https://x.com/saiseki56/status/1640278568893820928,@saiseki56
0d1deb9c,八幡浜市日土町③,八幡浜市,コン柱,ready,3,,,,,CBSB838000407,33.5019824,132.4520081,2023-03-24 21:53:15,@saiseki56,,https://x.com/saiseki56/status/1639197986206126080,@saiseki56
0d5d714e,伊予市灘町,伊予市,コン柱,open,2,,,"737487-1,2","148,293",,33.757644,132.698445,2023-03-21 17:43:41,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637809016440262656,@kmtt2012 @saiseki56
0daad9f9,西宇和郡伊方町高浦,伊方町,コン柱,close,,,,,,,33.380694,132.120351,2023-03-30 14:50:50,@saiseki56,新規発見,https://x.com/saiseki56/status/1641322325890174977,@saiseki56
0dca8c07,西宇和郡伊方町二見①,伊方町,コン柱,close,,,,,,,33.4728247,132.2765074,2023-01-10 19:52:45,@saiseki56,,https://x.com/saiseki56/status/1612713181855756291,@saiseki56
0f01d2c5,新居浜市大島,新居浜市,コン柱,close,3,,,,,,33.995075,133.365393,2024-05-03 23:07:15,おがっち,フォーム投稿,https://x.com/kmtt2012/status/1786390202585633221,おがっち
0f0cbf1c,宇和島市吉田町立間①,宇和島市,コン柱,open,2,,,"737495-1,2","377,375",,33.297423,132.539422,2024-04-28 14:05:36,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1721041401260204289,@amegokun @saiseki56
0f105cdd,松山市藤原二丁目,松山市,屋内,open,1,,,747282-3,404,,33.830802,132.757598,2023-03-14 19:36:10,@sfuruie0407,,https://x.com/sfuruie0407/status/1635226999135543297,@sfuruie0407
0f4413a9,宇和島市三間町則,宇和島市,コン柱,open,3,,,"737598-4,5,6","9,155,106",,33.306041,132.581085,2024-04-28 14:08:07,@saiseki56,新規開局,https://x.com/saiseki56/status/1721057419495985622,@saiseki56
0f894c56,宇和島市朝日町四丁目,宇和島市,屋上,open,3,,,"737294-4,5,6","243,244,245",,33.225876,132.559107,2023-04-28 22:23:22,@kmtt2012,,https://x.com/kmtt2012/status/1651300326698545152,@kmtt2012
0fc8c2d9,八幡浜市国木②,八幡浜市,コン柱,open,1,,,737569-6,115,CBSB838001329,33.451588,132.45625,2023-07-14 10:38:05,@saiseki56,開局,,@saiseki56
103c116d,今治市大三島町宗方,今治市,衛星,open,2,,,"742153-1
742154-1","279,373",,34.204913,132.955906,2024-04-27 20:39:12,@imabarizine,開局,https://x.com/raku10ehime/status/1784198441566195946,@saiseki56 @imabarizine
10af3a99,八幡浜市布喜川,八幡浜市,コン柱,open,3,,,"737474-6,7,8","370,371,369",,33.427868,132.441296,2023-01-08 14:53:18,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1610150993643335685,@saiseki56
111fa94e,松山市山越四丁目,松山市,コン柱,open,3,,,"737309-4,5,6","47,45,46",,33.86407,132.756708,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
11847a6e,八幡浜市保内町喜木,八幡浜市,衛星,open,2,,,"742272-1
742273-1","205,206",,33.485999,132.411611,2024-04-28 00:40:33,@saiseki56,,https://x.com/saiseki56/status/1681936335916113920,@saiseki56
11a32e2b,南宇和郡愛南町深浦①,愛南町,コン柱,open,3,,,"737419-4,5,6","65,64,63",,32.946335,132.590326,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
1290b71d,西条市大町④,西条市,屋上,open,3,,,"737575-1,2,3","244,363,296",,33.91399,133.18365,2024-05-11 22:10:25,@imabarizine,写真追加,https://x.com/raku10ehime/status/1789293789460492323,@kmtt2012 @imabarizine
12d4ce5e,新居浜市船木⑤,新居浜市,コン柱,open,1,1,,737568-1,60,CBSB838001259,33.941267,133.352631,2024-05-11 22:37:12,@imabarizine,5G追加,https://x.com/raku10ehime/status/1789297803040329940,@kmtt2012 @imabarizine
12f85107,大洲市東大洲③,大洲市,コン柱,open,3,,,"737447-8,9,10","360,19,310",,33.5168537,132.5564834,2022-07-17 16:09:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1548565500053008384,@saiseki56
130e94c4,松山市北久米町,松山市,コン柱,open,3,,,"737284-7,8,9","84,85,86",,33.817731,132.799096,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
131e1304,松山市北斎院町③,松山市,コン柱,open,3,,,"737560-10,11,12","51,308,313",,33.835155,132.734469,2023-05-10 11:10:19,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656198364088893440,wankosa @saiseki56
139022df,大洲市肱川町名荷谷,大洲市,au共用,open,1,,,742230-1,1,,33.4773,132.69379,2023-03-27 21:02:50,@saiseki56,新規開局,https://x.com/saiseki56/status/1640287516900327425,@saiseki56
141c3593,四国中央市金生町山田井,四国中央市,コン柱,open,3,,,"737466-1,2,3","213,290,331",,34.019739,133.60594,2023-06-13 18:51:00,@tororo_mobi,eNB-LCID変更,https://x.com/tororo_mobi/status/1667785543508439040,@imabarizine @tororo_mobi
14b7c8c5,今治市吉海町名①,今治市,コン柱,open,1,,,737566-6,228,,34.12071673,133.0218706,2023-04-30 21:49:06,@imabarizine,新規開局,https://x.com/raku10ehime/status/1652662337688719361,@imabarizine
14f3341e,今治市喜田村七丁目,今治市,コン柱,open,3,,,"737511-1,2,3","195,235,236",,34.040453,133.021312,2023-04-23 18:32:33,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1650079397481975810,@MSetokan @seaki @imabarizine
150607e0,松山市高岡町,松山市,屋上,open,2,,,"737559-10,11","5,3",,33.8289,132.725997,2023-05-10 10:54:31,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656193953581117440,@imabarizine @saiseki56
151a2796,宇和島市祝森②,宇和島市,コン柱,open,3,,,"737572-1,2,3","20,21,22",,33.165464,132.548319,2024-04-28 00:29:23,@JS2HGW @kmtt2012,新規開局,https://x.com/kmtt2012/status/1680527502001729536,@JS2HGW @kmtt2012
1528527a,松山市高浜町五丁目,松山市,コン柱,open,2,,,"737283-7,8","17,16",,33.88801191,132.7035985,2022-06-01 00:00:00,wankosa,,,wankosa
15a7964a,八幡浜市保内町宮内②,八幡浜市,コン柱,open,3,,,"742157-1
742158-1
742159-1","27,58,213",CBSB838000686,33.48731,132.398386,2024-04-28 19:38:34,@saiseki56,開局,https://x.com/saiseki56/status/1738740561438560308,wankosa @saiseki56
15e5ffc0,大洲市新谷③,大洲市,コン柱,open,2,,,"737544-1,2","41,40",,33.531886,132.623181,2023-03-17 22:14:54,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635864070644703233,@saiseki56
164cdda5,伊予郡砥部町北川毛,砥部町,コン柱,open,3,,,"737556-4,5,6","357,358,359",,33.742045,132.791308,2023-03-03 20:39:28,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1631482760530632706,@imabarizine @sfuruie0407
16613ff9,今治市大三島町肥海②,今治市,コン柱,open,3,,,"737598-7,8,9","316,135,209",,34.28122069,132.9846938,2024-05-03 21:20:30,@imabarizine,新規追加,https://x.com/raku10ehime/status/1786385328011669975,@imabarizine
1680c4f9,今治市朝倉上甲,今治市,コン柱,open,1,,,737574-1,10,CBSB838001345,33.977111,133.006772,2023-05-13 16:38:24,@imabarizine,新規開局,https://x.com/raku10ehime/status/1651931291166859264,@imabarizine
171eedca,伊予市宮下,伊予市,コン柱,open,3,,,"737478-3,4,5","13,12,22",,33.783577,132.761148,2023-03-22 22:00:01,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1638493070789574656,@seaki @sfuruie0407
176ec03a,四国中央市土居町上野②,四国中央市,コン柱,open,1,,,737509-1,140,CBSB838001256,33.935777,133.373023,2023-05-04 22:45:36,@kmtt2012,新規開局,https://x.com/kmtt2012/status/1653837554645598208,@kmtt2012
179dd636,松山市久谷町②,松山市,コン柱,open,1,,,737291-7,214,CBSB838001229,33.721982,132.83735,2024-04-28 01:19:12,@sfuruie0407,開局,https://x.com/sfuruie0407/status/1712368935604265303,@saiseki56 @sfuruie0407
181d9b1e,西条市神拝乙,西条市,屋上,open,3,,,"737519-10,11,12","287,286,285",,33.926404,133.178857,2023-03-26 11:07:41,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1639772816731176960,@imabarizine @kmtt2012
18243025,新居浜市宮原町,新居浜市,コン柱,open,3,,,"737490-7,8,9","283,137,282",,33.93057,133.30102,2023-05-01 21:42:59,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1653835062193053697,@imabarizine @kmtt2012
186ae683,新居浜市萩生④,新居浜市,コン柱,open,3,,,"737490-4,5,6","153,335,55",CBSB838000818,33.91413351,133.2635756,2024-05-11 22:15:07,@imabarizine,新規発見,https://x.com/raku10ehime/status/1789294404051853376,@imabarizine
1882ee63,今治市大三島町明日,今治市,コン柱,open,1,,,737470-3,171,,34.25965632,132.9936712,2023-04-30 21:24:47,@imabarizine,新規開局,https://x.com/raku10ehime/status/1652669808398434304,@imabarizine
18f854c5,大洲市肱川町予子林,大洲市,コン柱,open,3,,,"737585-3,4,5","258,259,260",CBSB838000677,33.43603,132.704875,2023-06-20 18:59:31,@saiseki56,開局,,@saiseki56
190d3c0d,宇和島市保田,宇和島市,コン柱,open,3,,,"737345-4,5,6","274,275,273",,33.18759502,132.5450135,2022-06-01 00:00:00,@imabarizine @kmtt2012,,,@imabarizine @kmtt2012
192e3ff8,八幡浜市穴井,八幡浜市,コン柱,open,2,,,"737503-6,7","249,16",,33.39767,132.39684,2023-03-24 21:56:59,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639203364264382465,@kmtt2012 @saiseki56
1a56e508,伊予郡砥部町川登②,砥部町,コン柱,open,1,,,737556-7,11,,33.71774,132.80385,2023-03-04 20:15:08,@sfuruie0407,,https://x.com/sfuruie0407/status/1631931738724368384,@sfuruie0407
1abb1096,大洲市河辺町河都,大洲市,コン柱,open,1,1,1,737594-3,306,CBSB838001409,33.497335,132.752869,2024-04-28 21:06:59,@saiseki56,開局,https://x.com/saiseki56/status/1784416969799930061,@saiseki56
1aed988b,上浮穴郡久万高原町笠方①,久万高原町,衛星,open,1,,,742223-1,1,,33.73285,133.04322,2023-04-19 23:46:55,@sfuruie0407,,https://x.com/sfuruie0407/status/1648662497615032321,@sfuruie0407
1b6b93e3,新居浜市坂井町三丁目,新居浜市,コン柱,open,3,,,"737491-1,2,3","350,139,216",,33.947872,133.295115,2023-05-13 16:00:00,@hals111,eNB-LCID変更,https://x.com/kmtt2012/status/1657275918438768642,@sakura3ripa @hals111
1c9cd17e,東温市下林①,東温市,コン柱,open,3,,,"737372-1,2,3","241,23,132",,33.77229967,132.884171,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
1cd2e5bc,四国中央市下柏町①,四国中央市,コン柱,open,3,1,2,"737305-1,2,3","65,174,175",,33.988643,133.564493,2022-11-13 02:08:30,@kmtt2012,,https://x.com/kmtt2012/status/1553290895436709888,@ene_gomi3R @kmtt2012
1d10b2b7,松山市三町三丁目,松山市,屋上,open,3,,,"737440-4,5,6","22,336,359",,33.82400447,132.8004874,2022-06-01 00:00:00,wankosa,,,wankosa
1d14815a,四国中央市土居町藤原,四国中央市,コン柱,open,3,,,"737330-1,2,3","330,50,142",,33.9717172,133.4421978,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
1d3a8e0f,東温市上村,東温市,コン柱,open,3,,,"737386-1,2,3","319,171,8",,33.776375,132.848793,2023-04-23 21:55:34,@sfuruie0407,PCI変更,https://x.com/sfuruie0407/status/1650107259597524993,@kmtt2012 wankosa @sfuruie0407
1d77de4e,四国中央市中之庄町①,四国中央市,コン柱,open,3,,,"737332-4,5,6","29,28,27",,33.973999,133.532665,2022-06-01 00:00:00,,,,
1e270b53,松山市中央一丁目,松山市,屋上,open,2,,,"737299-7,8","156,352",,33.852893,132.753673,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
1e599e55,北宇和郡鬼北町大字上川,鬼北町,コン柱,open,1,,,737579-4,20,CBSB838001459,33.264205,132.72475,2023-04-13 20:13:31,@kmtt2012,,https://x.com/kmtt2012/status/1650010537848356866,@kmtt2012
1e87a1f5,八幡浜市国木③,八幡浜市,コン柱,ready,1,,,,,CBSB838001560,33.446226,132.453853,2023-07-02 16:58:22,@saiseki56,新規,,@saiseki56
1e8c3669,今治市大三島町宮浦①,今治市,コン柱,open,3,,,"737449-4,5,6","251,282,25",,34.250034,132.997692,2023-04-30 21:22:16,@imabarizine,開局,https://x.com/raku10ehime/status/1652669161829724162,@imabarizine
1fc431f9,西条市大町③,西条市,屋上,open,3,,,"737517-7,8,9","278,70,18",,33.918085,133.190132,2023-05-04 20:12:26,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654100928931450882,@kmtt2012 @imabarizine
20173b4f,西条市兎之山乙,西条市,コン柱,open,2,1,2,"737514-10,11","54,200",,33.880256,133.16335,2023-06-13 21:09:03,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1668590730569465857,@imabarizine @sfuruie0407
20696c68,松山市山西町,松山市,コン柱,open,3,,,"737282-4,5,6","24,25,26",,33.849767,132.733195,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
20967261,新居浜市松木町,新居浜市,コン柱,open,3,,,"737491-4,5,6","363,152,370",,33.941627,133.29243,2023-04-16 11:11:37,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647404273557471234,@sakura3ripa @kmtt2012
20c9ec41,今治市玉川町龍岡下,今治市,コン柱,close,,,,,,,33.99259,132.9136,2022-12-15 22:38:03,@seaki,,https://x.com/seaki/status/1602668508386832384,@seaki
20e7fd56,上浮穴郡久万高原町直瀬,久万高原町,コン柱,open,3,,,"737529-2,3,4","324,233,231",,33.706192,132.959651,2023-04-19 23:52:20,@sfuruie0407,,https://x.com/sfuruie0407/status/1648669220723634177,@kmtt2012 @sfuruie0407
2124d0a3,西条市大浜,西条市,コン柱,open,2,2,2,"737515-9,10","366,350",CBSB838000228,33.90663,133.228325,2024-05-04 22:15:21,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1786779229784518771,@imabarizine
21c3a715,西条市小松町新屋敷②,西条市,コン柱,open,2,,,"737522-2,3","232,188",,33.884417,133.110668,2023-03-21 18:02:09,@sfuruie0407,,https://x.com/sfuruie0407/status/1637758378243145729,@MVp7WugssM0KObp @sfuruie0407
21d48cd3,宇和島市高串①,宇和島市,コン柱,open,2,,,"737343-1,2","357,358",,33.256842,132.573928,2022-06-01 00:00:00,@72BvzAgc0A4suFu,,,@72BvzAgc0A4suFu
221f45a1,西宇和郡伊方町田部,伊方町,コン柱,open,3,,,"737369-1,2,3","335,334,156",,33.428742,132.17773,2023-01-11 19:36:56,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1613064438755766273,@imabarizine wankosa @saiseki56
22730d3e,上浮穴郡久万高原町黒藤川③,久万高原町,衛星,open,1,,,742241-1,2,CBSB838001544,33.610839,133.019862,2023-04-27 20:02:05,@sfuruie0407,,https://x.com/sfuruie0407/status/1651536132767883269,@sfuruie0407
22d81574,大洲市東宇山乙,大洲市,コン柱,open,1,,,737609-1,273,CBSB838001419,33.561806,132.562917,2024-04-28 19:47:05,@saiseki56,新規開局,https://x.com/saiseki56/status/1744184684064678395,@saiseki56
2371a2b4,南宇和郡愛南町御荘菊川,愛南町,コン柱,open,1,,,737606-3,31,,32.99188,132.51584,2024-04-29 22:03:13,@kmtt2012,マイマップより転記,,@kmtt2012
23728ed2,今治市五十嵐,今治市,コン柱,open,3,,,"737331-7,8,9","62,54,151",,34.025207,132.983912,2024-05-05 22:55:41,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787131167076216892,@seaki @imabarizine
2374325d,大洲市長浜町下須戒,大洲市,コン柱,open,3,,,"737500-6,7,8","222,224,223",,33.592029,132.495447,2023-03-17 22:26:22,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635879346736070656,@saiseki56
2380d7d3,四国中央市金田町半田①,四国中央市,コン柱,open,3,,,"737459-10,11,12","246,379,356",,33.993774,133.611346,2023-03-03 21:03:50,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1628633429372809219,@ene_gomi3R @kmtt2012
238dc2ec,西予市宇和町稲生,西予市,コン柱,open,3,,,"737523-1,2,3","334,333,335",,33.354913,132.528807,2023-04-22 10:31:29,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1649664755622350848,@kmtt2012 @saiseki56
2392a269,松山市久万ノ台①,松山市,コン柱,open,3,,,"737314-7,8,9","334,333,335",,33.861325,132.739088,2024-04-28 13:00:49,@kmtt2012,,,@kmtt2012
240137c3,伊予市三秋①,伊予市,コン柱,open,1,,,737591-6,30,CBSB838001291,33.72238,132.67993,2024-04-28 12:25:34,@saiseki56,,https://x.com/saiseki56/status/1693173739679334820,@saiseki56
2430ffb0,大洲市東大洲④,大洲市,コン柱,open,3,,,"737545-1,2,3","158,157,157",,33.530523,132.573205,2023-03-17 22:27:26,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635878085294956544,@saiseki56
24570b98,松山市束本一丁目,松山市,コン柱,open,3,,,"737314-10,11,12","71,70,69",,33.8348267,132.7866768,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
24811a63,四国中央市川之江町長須,四国中央市,コン柱,open,2,,,"737465-1,2","220,21",,34.033411,133.587205,2023-04-29 00:12:01,@kmtt2012,,https://x.com/kmtt2012/status/1624704702595354626,@hals111 @ene_gomi3R @kmtt2012
2481bb06,今治市伯方町木浦①,今治市,コン柱,open,3,,,"737462-1,2,3","200,253,291",,34.216757,133.117269,2022-11-28 20:59:32,@keitaimobtime,,https://x.com/keitaimobtime/status/1596829502143070210,@boyaboya01 @keitaimobtime
2498afe2,東温市田窪②,東温市,コン柱,open,3,,,"737437-10,11,12","77,177,178",,33.7887411,132.8575634,2022-06-01 00:00:00,@MVp7WugssM0KObp,,,@MVp7WugssM0KObp
24bc6fa9,今治市宮窪町宮窪①,今治市,コン柱,open,3,,,"737450-7,8,9","269,249,250",,34.17168,133.074761,2022-11-28 21:17:27,@keitaimobtime,,https://x.com/keitaimobtime/status/1596866186855485440,@imabarizine @keitaimobtime
24d537c9,松山市永木町２丁目,松山市,屋上,open,2,,,"737577-1,2","75,166",,33.835454,132.774928,2023-05-10 15:27:10,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656185034372702208,@saiseki56
25475c54,四国中央市川之江町②,四国中央市,コン柱,open,3,,,"737466-4,5,6","249,194,85",,34.018855,133.576226,2023-04-29 00:15:25,@kmtt2012,,https://x.com/kmtt2012/status/1624713638136397825,@ene_gomi3R @kmtt2012
254a4bc7,西条市丹原町楠窪③,西条市,衛星,ready,,,,,,,33.826333,133.050833,2024-05-12 13:23:54,@saiseki56,新規発見,https://x.com/saiseki56/status/1789481960953557075,@saiseki56
25554ae6,伊予郡砥部町宮内③,砥部町,コン柱,open,3,,,"737558-4,5,6","200,55,174",,33.757587,132.79431,2023-03-17 22:15:44,@sfuruie0407,,https://x.com/sfuruie0407/status/1635893083387887617,@sfuruie0407
2578adcc,西予市宇和町新城,西予市,コン柱,open,3,1,3,"737527-1,2,3","188,186,187",,33.383049,132.531573,2023-04-22 10:15:23,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1649661063661772802,Googleフォーム094 @saiseki56
25d6858a,宇和島市夏目町二丁目,宇和島市,コン柱,open,3,,,"737345-1,2,3","26,25,24",,33.205578,132.553682,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
2618ac50,西条市坂元甲,西条市,コン柱,open,3,,,"737548-4,5,6","255,7,341",,33.89363,133.151582,2024-05-11 22:01:05,@imabarizine,写真追加,https://x.com/raku10ehime/status/1789292841077973404,@kmtt2012 @imabarizine
261d7976,宇和島市吉田町奥浦,宇和島市,コン柱,open,3,,,"737496-6,7,8","362,361,360",,33.271461,132.479783,2023-06-20 18:36:48,@saiseki56,開局,,@kmtt2012 @saiseki56
26edc33e,伊予市中山町中山①,伊予市,コン柱,open,3,,,"737480-1,2,3","340,341,339",,33.670559,132.695694,2023-03-21 17:22:27,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637734076538064897,@imabarizine @sfuruie0407 @saiseki56
278969d0,北宇和郡鬼北町大字近永①,鬼北町,コン柱,open,3,,,"737485-9,10,11","368,367,366",,33.256995,132.673463,2023-03-19 20:28:17,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1636953888959119361,Googleフォーム007 @kmtt2012
27a15760,今治市宮窪町宮窪②,今治市,コン柱,open,3,,,"737527-7,8,9","125,124,123",,34.16751942,133.0637231,2023-05-22 00:30:17,@keitaimobtime,新規開局,https://x.com/keitaimobtime/status/1660308208815321088,@keitaimobtime
27ac958a,西条市朔日市,西条市,コン柱,open,3,,,"737520-9,10,11","48,368,172",,33.932821,133.18969,2023-05-04 13:33:35,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654088260166246400,@imabarizine
280ea128,松山市泉町,松山市,屋上,open,3,,,"737304-4,5,6","205,204,206",,33.83259513,132.7666123,2022-06-01 00:00:00,wankosa,,,wankosa
